get stuck in,被困在；开始工作（或吃饭）；使劲干
get through,通过；完成；度过；熬过（困难时期等）
get to,到达；开始；接触到
give access to,接见；准许出入
give away,赠送；丧失；泄露
give birth to, 产生；造成；生育
give in,提交；投降；屈服
give off,散发出（气体、热量或气味）
give out,分发；放出
give place to,让位于；被......所代替
give priority to,给......以优先权；优先考虑
give prominence to,突出
give rise to,使发生；导致
give sb. an account of,向某人说明；向某人解释（理由）
give up,放弃
give vent to,表达；发泄感情等（尤其指负面情绪）
give way to,为所替代；让路；让位于
glare at,怒目而视
go about,着手做；忙于
go abroad,去国外
go after,追求；追逐
go ahead,前进；进行
go along with,遵从；赞同
go back to,来源于......；回到；追溯至
go crazy, 发疯
go down,下降
go downhill,走下坡路；（形势）恶化
go for,选择；袭击
go on,继续
go out,（灯）熄灭
go through,经受；仔细检查
go to extremes,走极端
go to pieces,崩溃；破裂
go under,下沉；沉没；失败；破产
go up,增长；上升
go with,与......相配；伴随......而存在
go wrong,发生故障；出错
grab at,抓住；夺取
grieve for/over,为......感到悲痛
grow into,成长为；长大了穿得上（大号的衣物）
grow out of,（因自身长大或改变而）改掉（或戒除）（习惯、爱好等）；长大了穿不下（原来的衣服）
guard against,防止；防范
hand in,递交
hand out,分袋；散袋
hand over,交出；移交
hang around,闲荡；徘徊；逗留
hang back,犹豫；踌躇；畏缩
hang on to,紧握住；坚持下去
happen to,发生于
hasten to do sth.,碰巧急忙做某事
hate one's guts,对某人恨之入骨
have a knowledge of,对......有了解
have a problem with,有异议；不同意；反对
have access to,有.......的机会；有......的权利
have advantages over,比......优越
have an acquaintance with sb.,与某人相识
have an advantage over,胜过；优于
have an effect/impact/influence on,对......有影响
have an understanding of,了解......
have no effect on,对......没有影响
have no need to,不需要......
have nothing to do with,和......毫无关系
have sth. to do with,与某事有关
have sympathy for,怜悯
have the ability to do sth.,有能力做某事
head for,朝......进发
hear about,听说；得知
hear of,听到
heat up,加热；升温
help oneself (to),自用；自取（食物等）
help out,帮助解决难题（或摆脱困境）
help sb. with,② 在某方面帮助某人
hold back,（使）犹豫；克制住（泪水或笑声等）
hold off,推迟；阻止
hold on to,紧紧抓住；坚持
hold one's breath,② 屏住呼吸
hold up,举起；支撑；耽搁
hundreds of,数以百计的
hunger for,渴望
hunt for,搜寻
impose on,强迫；施加影响于
impress (sb.) with,给（某人）以深刻印象
in a large part,在很大程度上
in a row,连续
in a sense,在某种意上
in a way,在某种程度上
in abundance,大量；丰盛
in accordance with,按照；根据；与一致
in addition,另外；此外
in addition to,除......之外（还有；也）
in advance,提前
in agreement with,同意
in alliance with,与......联盟
in an attempt to,企图；为了
in an effort to,企图；努力想；为了
in any case, 无论如何；任何情况下
in black and white, 白纸黑字；书面的；印刷的
in bloom,（花）盛开
in brief,简言之
in bulk, 散装；大批；大量
in case,万一；假使
in certain cases,在某些情況下
in charge of,负责
in collaboration with,与......合作
in combination with,与......结合
in common,共同的；共有的
in comparison,相比之下；比较起来
in comparison with,与.......比较
in confidence,秘密地；私下地
in conjunction with,与......协力；连同
in consequence of,由于......的缘故
in contact,接触
in contrast,与此相反
in contrast to,与......形成对照
in debt,欠债；欠情
in demand,有需要的；受欢迎的
in depth,全面地；深入地；详细地
in despair,绝望地
in detail,详细地
in dispute,在争论中；未解决的
in each case,在每种情况下
in effect,实际上
in embryo,在萌芽中；在酝酿中
in equilibrium with,与......相平衡
in essence,本质上；其实；大体上
in evidence,明显的；显眼的
in excess of,超过；多于
in fact,实际上
in favor of,有利于；支持
in force,已生效；大批地
in general,总之；通常；一般来说
in good temper,心情好
in great quantities, 大量的
in hand,在手头；在控制中；在进行中
in harmony with,与......协调一致；与......和睦相处
in haste,匆忙地；草率地
in honor of,向......致敬；紀念......
in large numbers,大量地（的）
in line,排队；成一直线
in nature, 本质上；其实；大体上
in no sense,绝不是
in no way,绝不；无论如何不
in one sense,在某种意上
in one's shoes, 处于某种地位（或境地）
in one's view/opinion,在某人看来
in operation,生效；运转着；在操作中
in opposition to,反对；与......相反
in order,秩序井然；整齐
in order to,为了
in other words,换句话说
in part,部分地
in particular,尤其；特別
in perspective,正确地看待（或判断）；如实地
in place,在正确位置；准备妥当
in preference to,优先于
in principle,原则上
in private,私下
in progress,进行中
in public,公开地；当众
in quest of,寻找；探求
in reality,事实上；在现实中
in relation to,关于；涉及；与......有关
in response,作为回应
in response to,响应；回应
in return,作为报答
in ruins,毁坏，严重受损
in search of,寻找
in sequence,依次；逐一
in short,总之；简而言之
in some cases,在某些情况下；有时候
in spite of,尽管
in succession,连续地
in summary,总的来说；概括起来
in support of,支持；拥护
in terms of,依据；按照；在......方面
in the absence of,缺乏；不存在
in the case of,在......的情況下；就......両言
in the end,终于；最后
in the face of,面对（问题、困难等）
in the first place,第一；首先
in the form of,以.......的形式
in the future,在将来
in the hands of,由......掌握；在......手上
in the long run,从长远来看
in the main,大体上；基本上
in the middle of,在......中間
in the midst of,在......之中
in the nature of,按........的本性
in the past,在过去
in the presence of,在......面前
in the process of,在......的辻程中
in the same way, 以同样的方式
in the time of,在......这段时间
in the vicinity of,在......附近
in this case,既然这样；在这种情况下
in times of,在......的时候
in trouble, 处于困境中；遇到麻烦
in turn, 反过来
in use, 在使用中
in view of,由于；鉴于
induce to,诱使
inform sb. of sth.,通知（或告诉）某人某事
inherit...from...,从.......继承......
inject...into...,把......注入.......
insist on,坚持；坚决要求
inspire sb. with sth.,激发某人的某种感情；使某人产生某种
instead of,代替；而不是
intend to do sth.,想要做某事；打算做某事
interact with,与......相互作用
interfere with,干涉；妨碍
introduce into,引进
intrude into,侵入
keep a hold on,掌握；留住
keep a record of,把......记录下来
keep an eye on,留意；照看；密切注视
keep away from,避开；远离
keep in mind,记住
keep in touch,保持联系
keep one's head,保持镇静
keep one's promise/word,信守承诺；守信用
keep pace with,与......保持同歩
keep record of,保持......的记录
keep track of,记录；与......保持联系
keep up with,赶得上
kick off,开始；（足球）中线开球
kill off,消灭；扼杀
knock around,到处游荡；粗鲁地对待
knock out, 淘汰；击昏
lack of,没有；缺乏
lag behind,落后于
large quantities of,大量的
last for,持续；延续；历时......
lay off,（临时）解雇；停止；休息
lay out,展示；安排；策划（计划、论点等）；
lay stress on,把重点放在；在......上用力
lay the blame on,归咎于
lay the foundation of,为......打基础；为......奠定基础
lead to,导致
lead up to,导致；是......的先导
lean on,依靠；依赖
learn about,了解
learn from,从......中学习
leave alone,更不用说；不理会；不打扰
leave behind,留下；超过
leave off,停止
leave out,不考虑；排除
let go,放开；松手
let off,宽恕；从宽处理；免除
lie in,在于；睡懒觉
life expectancy,预期寿命
light up, 发光；照亮
line up,排列成；整队
linger on,继续存留
link up,会合；连接；联系
link with,与......有关；与......联系
little by little,渐渐地
live off, 靠......过活；以......为生
live on,继续活着；继续存在；靠......为生
live out,住在外面；实践；实现
live up to,达到；符合；不辜负（他人的期望）
load up,（向车辆或容器里）大量装入
loads of,大量；许多
long after,很久以后
long ago, 很久以前
long before,很早以前；早在......之前
long for, 渴望
look after,照顾；照管
look around,到处察看；环顾四周
look back on,回顾
look down on,看不起；轻视
look for,寻找
look forward to,盼望；期待
look into,观察；调查
look out for,留神；注意；提防；警惕
look through,浏览；温习；看穿；识破
look to, 指望；展望；注意
look up from,（在低头看某物时）抬头往上看
look up to,尊敬；敬仰；仰望
lose interest in,对......失去兴趣
lose one's way,迷路
lose one's head,不知所措
lose one's nerve,失去勇气
lose one's temper,发怒；发脾气
major in,主修
make...a top priority,使成为首要任务；当务之急
make a bargain with,和......讨价还价；与......达成协议
make a compromise,妥协；折中
make a contribution to,对......有贡献
make a difference,有影响；起（重要）作用
make a fuss of,大惊小怪；过分关注
make a living,谋生
make a mistake,犯错误
make a profit from,从......中荻利
make a remark,评论；发表意见
make allowance for,考虑到；顾及；体谅
make arrangements for,为......安排好
make certain,弄清楚
make efforts to do sth.,努力做某事
make ends meet,勉强维持生计；使收支相抵
make fun of,取笑；嘲弄
make it difficult for sb. to do sth.,使某人做某事变得困难
make it necessary to,使有必要
make it possible to,使有可能
make mention of,提到
make no attempt to,不尝试做
make no difference,没有影响；不起作用
make no sense,毫无意义
make one's appearance,出现；露面
make peace with,与......讲和；与......休战
make progress in,在......有进展
make sense,说得通
make the best of,充分利用；妥善处理
make the most of,充分利用
make up,组成；补足；化妆；编造
make up for,补偿；弥补
make up one's mind,下決心
make use of,使用；利用
make way for,让路；为......开路
manage to do sth.,设法做到某事
map out,（精心细致地）规划；安排
match up,使相配；使协调
match with,使和......相匹配
mean to do sth.,打算做某事；有意做某事
meet the need,满足需求
meet with,见面；符合；满足
mess up,陷入困境；搞糟
mess with,干涉；卷入；胡乱摆弄
might as well,不妨
millions of,数百万的
mix with,和......混合
more or less,或多或少
more than,不仅仅是
most of all,最重要的是；首先
move about,走来走去；经常搬家
move across,跨越
move around,走来走去；绕着......来回转
move down,将......移至低处；进入
move in, 生活于；周旋于；进入
move off, 启动；离去
move on,继续前进；开始做（别的事）
move out of,从......移除
move through,穿过
much less,更不用说；不及
needless to say,不用说
neither...nor...,既不......也不......
night and day,夜以继日
no doubt,无疑；必定
no longer,不再；已不
no matter what,不管怎样
no sooner...than,一.......就
no wonder,难怪
none of,（三者或三者以上）都不
not...at all,根本不......
not...but...,不是......雨是......
not just...but also...,不似........述有......
not until...that,直到.......才
now and then,偶尔
now that,既然；由于
occur to,发生；想到
offer a glimpse into,一窥
offer to do sth.,主动提出做某事
omit to do sth.,忘记做某事
on a...scale,在某个规模上
on account of,由于；因为；为了......的缘故
on and off,断断续续；不时地
on any account,无论如何
on average,平均
on balance,总而言之
on behalf of,代表；为了......的利益
on campus,在校内
on condition that,在......条件下
on diet,节食；减肥
on duty,值班；上班
on hand, 在手边；在场；即将发生
on land,在陆地上
on occasion, 有时；偶尔
on one hand,一方面
on purpose,故意地
on sale,销售
on shore, 在岸上
on the basis of,根据；基于
on the contrary,反之；正相反
on the edge of,几乎；濒于
on the ground of,根据；以......为理由
on the horizon,即将发生；临近
on the other hand,另一方面
on the rise,区在增加；在上涨
on the sides of,在......两侧
